id,Library_Geolocation__Latitude__s,Library_Geolocation__Longitude__s
192,33.8931382,-117.9778918
193,36.7921992,-114.1171652
194,45.345168,-122.6100211
195,34.1922601,-118.1321777
196,35.255589,-80.87729
197,42.232951,-97.0188477
198,41.528376,-71.737092
199,31.6052098,-81.8830892
200,45.759593,-122.5351929
201,43.4090418,-84.6084156
202,34.2691475,-119.2511278
204,37.099816,-94.517469
205,33.9421132,-117.3449698
206,30.463937,-87.1748125
207,39.579696,-105.013226
209,30.3483447,-97.747336
210,42.2712877,-83.5892485
211,36.0027912,-84.310138
212,42.9168573,-87.942016
213,44.0027028,-92.4539826
214,38.9929119,-76.7904198
215,44.3295503,-79.5436221
216,32.6039582,-85.4732896
217,45.6819908,-111.0881917
218,38.4289165,-78.880172
219,40.2467631,-88.6321823
222,32.8568629,-96.9833748
223,47.7596442,-122.315444
226,37.7733086,-121.2428499
227,30.3685331,-103.6663696
228,30.3704623,-103.6640329
229,35.8877397,-106.2762801
230,32.6633365,-97.1878028
231,45.138393,-94.7838605
232,33.9994635,-118.4560681
233,31.100533,-97.377607
234,32.3170589,-90.1705322
235,29.9932441,-90.0981407
236,35.1192172,-120.6034264
237,37.4388212,-81.5892754
238,30.433039,-91.1372136
239,46.5908894,-94.1005475
240,35.6785624,-82.5791227
241,39.3574418,-84.2126465
243,38.805751,-123.014326
244,47.5517975,-122.3108713
245,39.3109134,-84.575659
246,38.6137489,-1.1105912
247,40.09623,-83.02812
248,41.899348,-87.781304
250,29.7657777,-95.4049604
251,28.999311,-81.985358
254,42.34422,-83.06156
255,33.2936709,-111.8662207
256,34.0527829,-117.7539224
257,39.568549,-104.948719
258,40.028944,-83.0681632
259,18.3699584,-78.3145181
260,41.520852,-88.0994635
261,40.0958556,-85.7136916
262,41.5194646,-88.0629714
263,4.4000981,113.9959081
264,41.36721,-81.76481
265,25.9814788,-80.194298
266,40.2189481,-74.4752213
267,42.2348491,-83.7623103
268,36.0875791,-94.1166385
269,40.7699632,-80.3758502
270,39.4146995,-95.3334737
271,32.269094,-110.9693847
272,53.5413493,-113.4914845
273,29.5153442,-98.7067762
278,29.514658,-98.700266
279,29.509829,-98.704597
281,34.2857674,-119.1855558
282,46.1860741,8.7311125
283,30.4412178,-84.2780198
284,44.897546,-68.6696498
285,38.6741579,-84.3281765
286,30.1436984,-85.7528654
288,41.4448117,-81.8570469
289,30.3176971,-97.7937397
290,39.5694562,-105.0758574
291,32.6949,-117.179
293,41.9265,71.0514
295,39.5633689,-119.7170168
296,40.5552104,14.2417305
297,13.930221,120.799639
298,41.8778257,-87.8031356
299,32.2808612,-83.4753575
300,41.2622869,-95.8290997
301,43.555917,-96.7387992
302,47.0958224,-122.3980664
303,39.7453627,-75.5622057
306,44.9614361,-92.7171074
307,39.5915983,-104.9560205
308,36.2166613,-81.6697024
309,42.3045586,-83.7332576
310,32.7355522,-117.0351673
311,41.8973337,-71.0925586
312,30.3645782,-103.6477127
313,31.328966,-89.3380676
315,40.8017015,-96.6458147
316,45.0461762,-93.1295913
317,38.9138974,-77.0336653
318,32.8381203,-96.8191412
319,13.9551372,121.1674594
320,18.4644305,121.3398523
321,13.9473538,121.168228
322,13.891383,121.1806798
323,13.9627458,121.1613741
324,13.9473538,121.168228
325,13.9047637,121.1739024
326,13.9223482,121.1725829
327,13.9155862,121.1882189
328,13.9276725,121.2057904
329,33.5373836,-117.6456158
330,33.8040631,-84.2676731
331,48.880487,-122.413602
332,32.0511968,-81.0880968
333,32.50035858,-97.30715179
334,30.3556178,-103.6567583
335,19.492041,-154.8764414
336,30.361357,-90.061434
337,41.7304401,-111.8050869
338,40.3114995,-79.6078554
339,34.0706976,-118.1555659
340,34.5326093,-112.4556653
341,40.6160613,-112.0116573
342,44.8135632,-123.057456
343,43.0885393,-77.509415
344,29.7244663,-95.6112305
345,35.3628669,-80.1836051
346,32.9575835,-117.2371828
347,45.6861201,-111.0931059
348,45.512643,-122.942832
349,-34.5174374,150.786152
350,30.325776,-91.016315
351,29.938912,-90.074662
352,38.3976548,-122.8296269
353,33.0259413,-96.7619251
354,39.751993,-89.534356
355,38.9631062,-119.7846281
356,37.736706,-122.160589
357,38.3321778,-81.6111497
358,59.3996098,5.2879559
359,42.1887444,-89.033651
360,40.6832849,-73.5164708
361,33.4128724,-111.6786892
363,33.412491,-111.679386
364,44.9519195,-92.9226226
365,41.9379006,-87.684118
368,18.4518067,-78.2086239
369,42.9318386,-85.5821528
370,40.500134,-74.5033433
371,33.4985257,-112.0639394
372,33.477976,-112.035364
373,30.0013667,-97.8907547
374,29.9993807,-97.882818
375,29.9692943,-97.8661518
376,45.358717,-93.062454
377,29.9990389,-97.8796657
378,29.9736964,-97.8649114
379,31.3328287,-92.4239787
380,40.8214564,-91.1517403
381,36.155169,-80.343562
382,29.903868,-90.0956418
384,38.6300264,-121.21526
386,29.6489883,-81.6298162
387,34.192865,-118.226775
388,39.7827,-84.225716
389,38.6345861,-90.0301376
390,39.5972813,-77.449461
391,41.8608577,-88.1006272
392,37.7154313,-122.1370145
393,44.9489165,-93.0527489
395,38.9933631,-77.0860127
396,45.0372324,-79.3180584
397,39.8173214,-94.8091712
398,42.0246886,-93.6172125
399,39.197064,-76.974422
400,37.1161232,-121.9513328
401,43.5931304,-84.7780436
402,35.5194203,-97.9602832
403,40.6312448,-79.5981621
404,34.2703382,-85.342724
406,33.609623,-83.937845
408,26.5194055,-82.1908848
409,29.9225214,-95.6864087
410,42.5643903,-74.4624773
411,42.524322,-74.408556
412,42.5209369,-74.4105823
413,33.609623,-83.937845
414,37.7197041,-122.1499675
415,39.9291421,-76.8539347
416,29.9696186,-90.0471665
417,33.887462,-117.7618453
418,42.4072337,-83.255556
419,40.2718814,-96.7336461
420,38.9400964,-119.7427137
421,47.4464101,-122.287061
422,47.8626372,-117.6926378
423,46.3770042,-82.6646333
424,31.224844,121.44629
425,-37.8759961,144.9829337
426,37.1832268,-93.2660834
427,38.9514035,-77.0140179
428,40.040624,-86.8944103
429,36.9641889,-121.9654631
430,37.690246,-121.719733
431,33.7439567,-84.3248476
432,45.5250884,-122.6177945
434,47.7391955,-122.2547525
435,42.9969569,-89.4318107
436,28.665402,-81.5163309
437,44.1532905,-78.4537502
438,37.4793842,-122.159016
439,36.6973381,-76.25566864
440,42.60631,-82.57578
441,34.9301864,-88.4574875
442,35.721699,-78.882987
443,39.9794791,-75.3102976
444,35.149418,-82.692045
445,40.0298459,-75.2144649
446,42.3051195,-70.9083079
447,42.460035,-85.700473
448,29.6511342,-82.3831774
449,38.0411791,-78.6208553
450,41.718815,-91.590474
451,41.718815,-91.590474
452,43.5950429,-83.8549853
453,40.5394666,-77.1479321
454,38.9070204,-77.2751984
456,34.2820495,-118.4337661
457,39.7684207,-105.0523396
458,45.5450999,11.8107608
459,45.5450999,11.8107608
460,45.5450999,11.8107608
461,45.5450999,11.8107608
462,45.5450999,11.8107608
463,45.5450999,11.8107608
464,43.5302926,-80.2189909
465,43.5450204,-96.7241549
467,33.4130037,-111.947149
468,48.49112,-123.3122128
469,39.8092918,-75.2100048
470,41.270169,-111.9630316
471,21.3782654,-157.7535648
472,36.816205,-119.8209078
473,45.2838948,-93.0488745
475,44.2622348,-88.4006762
476,42.6265861,-83.0238211
477,40.7897121,-96.6689699
479,32.9905492,-117.1596526
480,38.2862389,-85.5744978
482,44.7276063,-93.2770872
483,37.9509415,-87.3994053
484,29.4705306,-98.4944296
485,27.9140363,-82.7934408
486,48.0727937,-122.8483831
487,32.7149559,-117.137983
488,37.706224,-77.595364
490,33.472616,-112.0582795
491,33.4731485,-112.058326
492,45.6321559,-122.549928
493,34.3770839,-103.0393396
494,39.401397,-84.55826
495,38.976381,-77.103381
497,31.0870853,-97.3717488
498,28.6541441,-82.1250515
499,37.7122313,-121.7982427
500,38.237152,-104.3492631
503,-28.0140103,153.3356925
504,51.0681969,3.1014148
505,40.7120743,-89.6049109
506,33.1724857,-96.7414124
507,39.7848966,-85.7695595
508,39.7835134,-85.769468
509,39.7852461,-85.7734927
510,45.4710155,-122.6162864
511,33.7760113,-117.8127794
512,42.9197672,-87.859982
513,36.4327869,-105.5560794
514,36.3568528,-105.6126402
516,41.2690036,-96.0348964
517,45.1354507,-90.3559287
518,33.7145767,-116.2851145
520,33.7280511,-116.2723096
521,39.7597439,-105.6809652
522,37.24927,-121.941837
523,29.511396,-98.6015739
524,26.34316,-80.08818
525,33.2367158,-84.2550111
526,29.9306776,-90.1194868
527,-37.9117963,145.0177758
528,34.0837947,-118.3142998
529,41.4560546,-70.5576629
530,33.1998731,-87.4864113
531,38.4834297,-77.3763858
532,34.1735879,-86.835897
533,33.7518884,-117.861752
534,38.4237069,-82.4249727
535,42.0630345,-87.7105266
536,50.730053,-113.973454
537,35.3469591,-119.0201585
538,-34.6725264,138.6990681
539,37.2223033,-121.9727498
541,45.1640604,-93.4263999
543,29.696174,-95.5267696
544,46.0497237,-118.3310656
545,39.6337699,-104.9969605
546,37.7373809,-122.1385756
548,34.0127473,-117.1617685
549,36.721219,-87.259642
550,41.5240698,-83.8001503
551,45.8893541,-111.5511221
552,41.8742426,-72.8013713
555,33.35708,-84.54844
556,35.757237,-81.60661
557,40.115123,-83.0893583
558,38.8789451,-77.2773689
559,41.9000819,-87.9264241
560,42.4227532,-83.908244
561,35.2391449,-97.4366888
562,33.4847209,-117.1314158
563,39.0796647,-77.0352307
564,47.6836971,-117.1513815
565,29.7640984,-95.8328635
566,29.7662407,-95.8305772
567,29.7709449,-95.8321087
568,42.5603911,-79.1405964
570,43.173699,-89.053077
571,37.6860642,-97.2699642
572,35.486329,-120.655953
573,32.8766034,-97.0905969
574,40.2750281,-96.7246795
575,33.547973,-82.1617811
576,38.328353,-89.0350882
577,39.0444988,-84.562694
578,41.2123307,-92.4384376
579,39.2955623,-119.5312752
580,40.5485295,-80.0436905
581,44.9273638,-93.0764238
582,36.303251,-95.8471912
583,38.4228168,-121.4462875
584,45.0524626,-92.980567
585,39.447245,-104.871344
586,33.4960305,-112.2057916
587,33.5396626,-112.136909
588,33.5823072,-112.0917668
590,52.552631,-7.383075
591,43.2676497,-88.2902279
593,40.5057301,-86.8553433
594,-40.942128,175.6553172
595,38.4769119,-121.5133362
596,38.549348,-121.754154
597,28.0649199,-82.5593645
598,31.546638,-110.2429411
599,49.1934459,-98.107479
600,49.1802135,-98.1154221
601,42.926468,-88.850107
602,39.090891,-84.8499504
604,36.127204,-75.734125
605,36.114846,-75.719437
606,36.121211,-75.722785
608,44.5178253,-88.0185909
609,32.5715659,-83.8737623
610,33.7733732,-84.3014905
611,34.0702105,-118.1597656
612,42.4530973,-79.3350902
613,37.2260453,-95.7069128
614,50.9422853,-119.349155
615,41.600388,-86.7078779
616,35.3270539,-89.899422
617,35.3424712,-89.9167543
618,35.342895,-89.8964785
620,41.5154762,-88.2328063
621,32.848612,-79.7771749
622,32.3271314,-81.0479343
623,38.6932476,-119.7818798
624,41.660887,-91.530902
625,37.8283953,-122.2195189
626,38.9120808,-77.2484752
627,42.3905621,-88.0807441
629,27.856419,-82.5272717
630,28.2846811,-82.7153045
631,40.0475501,-75.3840047
633,42.313274,-71.1162463
634,39.3360894,-76.5677651
635,34.1830211,-118.3563077
637,42.49045,-83.18786
638,38.6064207,-121.3856017
639,37.5951973,-120.9376032
640,51.089623,-114.099619
641,42.1314887,-83.198788
642,50.968789,-114.063205
643,44.9284037,-85.8359248
644,40.0368527,-76.0972237
645,41.7208525,-72.7258705
646,43.5787679,-116.370503
648,41.9217406,-91.39549
649,30.0075274,-90.0589307
650,33.6122807,-117.6712831
651,48.4137897,-122.6153822
653,37.0412148,-93.3133975
654,41.8193152,-87.8938809
655,44.1894759,-93.9393817
656,39.9316469,-77.6512889
657,44.0511705,-123.0185276
658,41.8965653,-88.2882524
660,41.5453069,-88.0164157
661,39.1560595,-84.4854455
662,32.2276001,-110.80400085
663,45.3723957,-122.7731784
664,47.189594,-122.3114554
665,34.0003222,-118.4104008
667,39.6831672,-104.9661518
668,41.8298863,-87.8072421
669,39.7650155,-105.0459469
670,35.6756609,-78.6414201
672,32.8109697,-117.2479999
673,44.2709782,-88.4250909
674,40.0429606,-105.2551027
675,42.3469403,-71.5669939
676,32.7091815,-97.8888496
677,37.6432637,-120.9700425
678,41.1484344,-91.698484
679,48.192308,-114.307026
680,34.02386,-118.32252
681,48.856103,-122.597601
682,42.386795,-82.8983902
683,35.1314673,-118.4466882
684,32.8231272,-79.9893344
686,35.2215942,-79.4632644
688,47.6068881,-122.3231808
689,46.319043,-95.4403336
690,34.8353934,-86.8410539
691,47.6734141,-122.2003707
692,39.1589876,-108.7322171
693,42.4937036,-83.1489233
694,41.274363,-75.882965
695,42.95213,-85.6289732
697,37.0750187,-113.525627
698,32.8007902,-79.9496033
699,37.0970996,-113.5189073
700,30.1218501,-97.863296
701,44.8224105,-93.345876
702,43.7419049,-79.3243969
703,44.930337,-93.216952
704,35.2710122,-120.6464366
705,43.099266,-75.2215181
706,42.565459,-71.4198809
707,41.158088,-81.3520157
708,32.6879158,-97.1487477
709,44.9610741,-93.2720432
710,39.7622371,-77.5086366
711,38.580933,-121.435447
712,41.9055067,-87.6843659
714,61.2184244,-149.9033026
715,35.0323111,-80.60331
716,33.8837265,-118.3702761
717,45.5137265,-122.6293362
718,43.0275456,-83.4279192
719,41.636179,-93.632896
720,47.8318564,-122.1887303
721,37.9368922,-122.5364123
723,41.49255,-81.62007
724,35.6412393,-97.4514465
725,29.5705317,-97.9676332
726,42.636447,-88.2844531
727,38.59763,-90.62781
728,38.524552,-90.365049
729,38.599112,-75.923801
730,38.5770336,-76.0849439
731,41.9734283,-87.7346003
732,49.8786933,-97.2333704
733,-27.1785843,152.9245222
734,39.0593002,-77.0687551
735,44.8996996,-93.6150981
736,37.9451039,-122.0928336
737,39.7869091,-104.8849138
738,34.7228793,-92.3414451
739,39.8340046,-88.880624
740,45.062249,-92.8163637
741,31.985299,-81.064643
742,38.3963301,-85.3732195
743,43.4781973,-87.9460832
744,38.1967791,-84.529325
745,37.5275251,-120.8384371
746,34.1153857,-118.1458341
747,61.212243,-149.89449
748,32.582997,-96.836308
749,41.871526,-91.5810003
751,25.9573136,-80.1432508
752,25.9572966,-80.145069
753,40.1251822,-82.9614633
754,40.106074,-82.9129465
755,40.0911868,-82.9181356
756,44.28235,-88.315375
758,39.0176732,-77.0306514
759,34.235059,-83.8693525
760,33.973026,-118.409582
761,28.5162679,-81.414355
762,41.5469204,-88.1078379
763,38.6085079,-90.3171671
764,43.638326,-116.2665148
765,45.0291271,-93.3183551
766,42.61379,-70.8779323
767,42.0554502,-93.6511751
768,41.722438,-72.8292806
769,38.2155482,-85.2304572
770,36.7666347,-76.2119932
771,37.6749275,-121.7389819
772,33.7070768,-84.4835919
773,42.2100828,-83.6723569
774,37.8505088,-122.2447165
775,45.454926,-122.6048926
776,40.3723318,-111.7453731
777,32.3666507,-88.6845924
778,21.8761353,-159.4512205
779,40.0202488,-88.5748385
780,47.6924593,-122.3955071
781,39.8183353,-105.0642579
782,44.7262149,-93.1399533
783,33.6971552,-84.3032466
785,42.237702,-83.626372
786,42.2399952,-83.6199777
787,32.6580086,-97.1385703
788,42.2485519,-83.686881
789,40.407915,-80.091017
790,42.3906619,-83.4254566
791,44.7039853,-73.4577615
792,41.0897457,-95.9398771
793,41.0730365,-112.0427466
794,41.822417,-88.196001
795,44.9222532,-93.1912058
796,42.6975307,-71.1379121
797,35.135255,-101.9446707
798,43.7565318,-87.7160169
799,34.7035942,-76.7361998
800,33.5750798,-112.0071627
801,36.6324354,-121.9277336
802,47.6020705,-122.2906048
803,43.4330626,-88.2078069
804,42.066562,-75.406916
805,40.651043,-112.023394
806,40.9630717,-72.9498828
807,44.7871757,-91.4417701
808,45.1988764,-92.7695422
811,33.504621,-111.901329
812,33.990284,-85.0443841
813,43.6865223,-80.431367
814,41.6055955,-90.3363694
815,41.8281407,-87.7956649
816,41.6801684,-90.3154758
817,41.5563239,-90.4140707
818,41.6154354,-90.1738254
819,41.5742511,-90.3492804
820,41.9271603,-87.7360926
821,30.2188721,-97.87781
822,45.0173817,-93.2309174
823,42.6809217,-87.8339881
824,33.6283698,-117.2942663
825,33.6717104,-84.4850766
826,44.0652558,-92.4440756
827,41.680903,-88.1363447
828,32.3363187,-90.8812005
829,43.6535437,-93.3585525
831,33.8768183,-84.3912124
833,33.4721703,-112.0577671
834,40.690064,-75.213718
835,48.6744224,-114.7723549
836,41.3758109,-85.7000391
838,41.6124954,-87.5065605
840,47.337781,-94.621911
841,41.8593972,-87.7938197
842,45.8307248,8.7825117
843,44.9004605,11.6092033
844,27.9935675,-82.7054147
845,36.0262051,-83.9639459
846,35.9338858,-79.0557873
847,34.9577005,-81.0051708
849,45.216775,-93.4170684
850,33.5336775,-84.2466936
851,32.7954843,-79.9543424
852,39.685033,-86.1429595
853,51.4684829,-112.7829341
854,45.1105988,-93.2135689
857,45.9902999,8.9284668
858,45.4134567,-92.6444573
860,34.1923145,-118.3032782
861,44.9278579,-93.3534348
863,32.6242772,-96.8947552
864,40.6786991,-96.5015813
865,44.928412,-123.0231543
866,34.444116,-117.1874534
867,37.7845467,-81.1971187
869,29.998693,-90.10522
870,37.357817,-79.9026717
871,39.7462698,-105.2066156
872,29.9732159,-93.9938832
873,33.3375248,-111.9253913
874,43.1097449,-89.346881
875,36.0550535,-86.9372373
876,41.62095,-93.67711
877,40.2624768,-96.7584575
878,48.3230016,-120.6775332
880,35.2467766,-120.6297197
881,50.5329085,-103.6689219
882,40.619456,-75.3904707
883,35.9943046,138.1585912
884,41.2290093,-96.1559785
885,39.9469265,-83.0468146
886,39.9259474,-74.9898471
887,45.4317845,-84.9372614
888,37.5055973,-122.4777488
889,30.820686,-87.837905
890,34.0211698,-84.350553
891,33.5951845,-117.8761929
892,42.6358271,-83.3139872
893,44.0627687,-86.1171022
894,43.566531,-116.160646
895,35.7979901,-83.9465368
896,34.2472742,-119.0317861
897,45.0410662,-93.018851
899,50.8771668,-113.9659815
900,41.7769696,-72.7338073
901,40.091332,-82.923294
902,47.6438628,-117.380208
903,35.4505673,-78.0019005
904,33.8343246,-118.2632247
907,39.9487406,-82.9881435
908,38.9415294,-119.9682042
910,40.3553695,-80.0027792
911,35.1999804,-84.8545073
912,28.0656299,-82.5078379
914,39.8981361,-74.9942295
915,41.7308532,-81.1958271
916,-38.4743839,145.0148051
917,33.2975731,-84.5513957
918,40.6015195,-111.8678742
920,41.55649,-89.5940532
921,40.410461,-91.3862513
922,50.4386466,-104.6201002
923,41.4761687,-81.8427568
924,35.2608431,-120.6846257
926,38.883877,-77.183356
927,42.448752,-82.8899566
928,43.6967861,-79.3103112
929,40.2681108,-96.7467529
930,30.3912292,-86.4261569
931,39.7317451,-104.9442926
932,42.7556924,-88.2078624
933,45.9805556,-94.3694444
934,49.3245201,-123.0988249
935,43.5332122,-80.2446996
936,50.4678511,-104.6677255
937,43.6391751,-79.511507
938,43.5926515,-80.5771847
940,37.1252301,-120.2688796
941,29.839463,-95.434361
942,38.6110556,-78.8000726
943,40.7240477,-74.0769411
944,44.8960051,-93.3426632
946,44.9278988,-93.2400183
947,31.224844,121.44629
949,39.7739449,-85.7568312
950,48.9560513,-57.9475812
951,44.6265458,-85.5290764
952,40.4100025,-76.4727851
953,40.3000631,-76.5865562
954,40.321571,-76.40698
955,40.3505272,-76.4333064
956,40.333308,-76.472421
957,39.354881,-84.5551914
958,42.3298296,-75.7734634
959,35.9098084,-79.0149281
960,44.7628844,-94.1471678
961,33.9866701,-117.6556193
962,50.4259794,-104.6252628
963,34.448329,-103.182312
964,44.747414,-93.6486605
965,43.1003623,-87.9691031
966,30.208313,-97.8831088
967,41.9272852,-93.1839675
968,38.3842794,-121.9828126
969,39.9832346,18.3838985
970,44.8151815,9.9823292
971,46.5699751,-81.1938872
972,3.19057,113.0901109
973,37.7739856,-122.1768001
974,48.562055,-97.1781203
975,40.779182,-80.393743
976,44.943668,-93.169485
978,38.4654514,-122.883327
979,41.2867578,-72.3859794
980,41.2870815,-72.389673
981,33.7995651,-84.4709757
983,39.978086,-76.7280122
984,47.6922962,-122.3942578
985,44.8029364,-91.4894612
987,39.7445324,-75.3109934
988,32.815568,-117.2361263
989,34.0920213,-118.3520101
990,42.6705433,-88.5438572
992,44.084337,-91.733968
993,32.8755098,-79.9777775
995,37.3403646,-121.9339561
996,40.151044,-74.5487799
997,33.572369,-112.0068813
998,43.9637736,-79.2321956
999,37.6708148,-77.4877125
1000,29.0429113,-95.702767
1001,37.5303498,-77.6202784
1002,34.0021308,-81.1731893
1003,42.5932019,-88.4367159
1004,29.7162683,-95.610643
1005,29.7147416,-95.6126136
1006,44.904378,-93.212397
1007,41.4591697,-87.4696839
1008,39.2137527,-76.0683576
1009,36.5949118,-121.8482328
1010,42.1811312,-85.5727058
1011,61.1280306,-146.341625
1012,61.1280306,-146.341625
1013,61.1280306,-146.341625
1014,40.032797,-76.332958
1015,34.0593152,-118.2503782
1016,39.22772,-84.546909
1017,43.4904708,-73.7682563
1018,50.8110362,3.5724068
1019,41.4439357,-87.6314057
1020,28.4787739,-81.5918366
1021,48.5595619,-97.1780138
1022,39.8825917,-75.0451889
1023,43.933154,-90.828859
1024,32.2663601,-95.2989588
1026,51.445269,5.629947
1027,44.9670528,-93.1787689
1028,26.6153016,-80.0645344
1029,28.8956765,-82.0945207
1030,33.4938359,-112.0539713
1031,47.717692,-122.2020421
1032,44.8151815,9.9823292
1033,47.5074996,8.7135373
1034,47.9396728,-97.4923175
1035,44.955158,-93.2572138
1036,33.4549559,-111.7735067
1037,38.8885961,-77.3011424
1038,43.9055065,-78.8937909
1039,35.0941791,-80.660198
1040,41.0213811,-73.7600143
1041,40.0361132,-76.3185336
1042,43.1435503,-77.7225622
1043,41.8524697,-71.4466106
1044,40.3712779,-74.6319687
1045,34.4407516,-119.2915218
1046,41.63127,-93.83203
1047,34.2098792,-118.1917564
1048,38.5206379,-89.9394296
1049,34.2098195,-118.8808655
1050,40.965381,-74.135943
1051,41.592601,-90.6041538
1053,35.172281,-101.8528877
1054,33.4056886,-86.7463321
1055,45.54514,-122.5918809
1056,46.8616232,-114.0041075
1057,40.4276776,-79.9158452
1058,40.3382132,-76.0409587
1059,36.806415,-76.44411
1060,41.869852,-87.807677
1061,43.7298652,-79.4074679
1062,33.478237,-112.0517809
1063,43.583174,-84.3408326
1064,42.5177033,-92.4134221
1065,37.267048,-76.021272
1067,41.8343679,-71.106893
1068,37.2793934,-76.0115196
1069,37.7410473,-97.3570888
1070,32.8086334,-116.9827357
1071,34.2920246,-77.856805
1072,42.937477,-85.5977742
1073,41.9002754,-87.7828856
1074,39.3528108,-76.5334736
1076,40.0191709,-83.1082414
1078,42.4108291,-89.2031206
1079,39.5112953,-85.7932394
1080,41.505024,-88.1193205
